Job Titles,Employees,Industry,City,State,Country,Date Post,Job Skills
Game Ambassador,"10,001+ employees ", Outsourcing and Offshoring Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/31/2023,"Coaching, Customer Support, English, Resolving Issues, and Social Media Marketing,"
Game Project Coordinator / MY,51-200 employees , Computer Games,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Common Sense, Hansoft, Jira, Negotiation, Office Apps, Project Coordination, and Project Implementation,"
General Application,"501-1,000 employees ", Business Consulting and Services,Bukit Banang Golf and Countries Club, Johor, Malaysia,12/28/2023,"Military Operations,"
Generalist Customer Success Associate,"501-1,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/21/2023,"Attention to Detail, Easily Adaptable, Hospitality Industry, Malay, Max, Multitasking, Reachable, Spoken English, and Thinking Skills,Communication"
Geotechnician,"10,001+ employees ", Professional Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/29/2023,"Attention to Detail, Calibration, Earth Science, English, Geology, Geophysics, Hyperspectral Imaging, Numeracy, and Sensors,"
Global Data Steward – Supply,"10,001+ employees",Medical Equipment Manufacturing,Petaling Jaya, Selangor, Malaysia,1/13/2024,Order Fulfilment Agent
Global Service Engineer,"1,001-5,000 employees ", Telecommunications,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/25/2023,"Communication, Technical Communication, and Technical Support,BMC Helix ITSM, IT Service Management, Infrastructure Technologies, Private Branch Exchange (PBX), Service-Level Agreements (SLA), Telephony, and Voice over IP (VoIP)"
Graduate Engineer,"5,001-10,000 employees ", Engineering Services,Johor Bahru, Johor, Malaysia,12/28/2023,"Mechanical Engineering and New Concepts,Communication and Problem Solving"
Graduate Programme: Digital Enterp,"10,001+ employees ", Oil and Gas,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/2/2023,"Computer Science, Electronic Data Interchange (EDI), and Kanban,Communication and Problem Solving"
Graduate Technical Program,"10,001+ employees ", Semiconductor Manufacturing,Batu Kawan,Pulau Pinang, Malaysia,1/4/2024,"Problem Solving · Communication,Problem Solving · Communication"
Graduate Technical Program - Infra & Layout Planning,"10,001+ employees ", Semiconductor Manufacturing,Kulim, Kedah, Malaysia,12/18/2023,"Problem Solving · Communication · Scenario Planning,Problem Solving · Communication · Scenario Planning"
Graduate Technical Programme,"10,001+ employees ", Semiconductor Manufacturing,Kulim, Kedah, Malaysia,12/6/2023,"Computer Literacy, Computer Science, and Interpersonal Communication,Communication and Problem Solving"
Grants & Business Development Specialist,"501-1,000 employees ", Higher Education,Subang Jaya, Selangor, Malaysia,12/29/2023,"Coordination Skills, Fundraising, Grant Administration, Oral Communication, Project Coordination, and Research Proposals,Communication"
Hd Operations & Projects,"10,001+ employees ", Banking,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/19/2023,"Benchmarking, Business Coaching, Capacity Planning, Contact Centers, Inbound Marketing, Operational Risk Management, Re-engineering, Road Maps, Sales and Marketing, and Staff Communication,Benchmarking, Business Coaching, Capacity Planning, Contact Centers, Inbound Marketing, Operational Risk Management, Re-engineering, Road Maps, Sales and Marketing, and Staff Communication"
HPC Engineer,"501-1,000 employees ", Construction,Putrajaya, Putrajaya Federal Territory, Malaysia,1/3/2024,"English, High Performance Computing (HPC), Linux System Administration, Lustre, Network File System (NFS), P&I, and Storage Systems,Analytical Skills, Communication, and Python (Programming Language)"
HR Asistant/HR Executive,"10,001+ employees", Marketing Services,Petaling Jaya, Selangor, Malaysia,1/9/2024,"Customer Service, Employee Management, Events, HR Project Management, Human Resources (HR), Interpersonal Communication, Labor and Employment Law, Shared Services, Training and Development (HR), and Working Experience,Customer Service, Employee Management, Events, HR Project Management, Human Resources (HR), Interpersonal Communication, Labor and Employment Law, Shared Services, Training and Development (HR), and Working Experience"
"IFS, Structural Design Engineer","10,001+ employees ", Semiconductor Manufacturing,Taman Pulau Pinang,Pulau Pinang, Malaysia,1/2/2024,"Application-Specific Integrated Circuits (ASIC), Coverage Analysis, DFT, Domain Analysis, Electronic Circuits, Shell Scripting, Static Timing Analysis, TCL, Timing Closure, and Very-Large-Scale Integration (VLSI),Application-Specific Integrated Circuits (ASIC), Coverage Analysis, DFT, Domain Analysis, Electronic Circuits, Shell Scripting, Static Timing Analysis, TCL, Timing Closure, and Very-Large-Scale Integration (VLSI)"
Implementation Specialist,201-500 employees , Advertising Services,Petaling Jaya, Selangor, Malaysia,12/29/2023,"Analytical Skills and Communication,Advertising, Business Administration, Customer-Focused Service, Knowledge Acquisition, Marketing, Negotiation, Request for Proposal (RFP), and Sales"
Independent Model Validation,201-500 employees , Banking,Petaling Jaya, Selangor, Malaysia,12/13/2023,"Computer Simulations, Data Validation, Model Validation, Modeling, Numerical Simulation, Regulatory Guidelines, and Unsupervised Learning,Analytical Skills, Data Analysis, and Data Analytics"
Industrial Engineer,"10,001+ employees ", Semiconductor Manufacturing,Johor Bahru, Johor, Malaysia,1/9/2024,"Conflict Resolution, Cost Reduction, Industrial Engineering, Inventory Control, Optimization, Production Planning, and Written Communication,Communication"
Industrial Engineer,"10,001+ employees ", Semiconductor Manufacturing,Batu Kawan,Pulau Pinang, Malaysia,1/10/2024,"Capacity Analysis, Capital Expenditures, Industrial Engineering, Optimization, Presentation Skills, Presentations, Production Planning, and Statistical Data Analysis,Analytical Skills and Communication"
Industrial Engineer,"10,001+ employees ", Semiconductor Manufacturing,Batu Kawan,Pulau Pinang, Malaysia,1/11/2024,"Analytical Skills and Communication,Capacity Analysis, Capital Expenditures, Industrial Engineering, Optimization, Presentation Skills, Presentations, Production Planning, and Statistical Data Analysis"
Influencer & Media Specialist,11-50 employees, Marketing Services,Shah Alam, Selangor, Malaysia,12/27/2023,"Campaign Execution, Influencer Marketing, Media Planning, Media Strategy, New Media, Passionate about Work, Public Relations, Research Support, Social Media, and Social Media Strategy,"
Infrastructure Engineer - Database,"5,001-10,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/2/2024,"Communication, Databases, and Problem Management,Cloud Computing, Configuration Management, Linux, Optimization, Powershell, Scripting, and Shell Scripting"
Infrastructure Specialist,51-200 employees, IT Services and IT Consulting,Petaling Jaya, Selangor, Malaysia,12/29/2023,"Database Management System (DBMS) and SQL,Microsoft SQL Server, Middleware, MySQL, Oracle Database, Shell Scripting, and VMware"
Internal Audit Executive,"5,001-10,000 employees ", Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/27/2023,"Account Management, Creative Agencies, English, Marketing, Medical Marketing, Presentation Skills, Presentations, Press Releases, and Public Relations,"
Internet Safety Evaluator,"10,001+ employees ", IT Services and IT Consulting,Klang, Selangor, Malaysia,1/12/2024,"Teamwork,Accounting, Android, English, Gmail, Google Products, Malay, Remote Control, Social Media, and iOS"
Inventory Associate,"1,001-5,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/9/2024,"Communication and Problem Solving,Attention to Detail, Inbound Marketing, Inventory Control, Order Picking, and Skilled Multi-tasker"
Inventory Associate,"1,001-5,000 employees "," Technology, Information and Internet",Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/13/2023,"Attention to Detail, Inbound Marketing, Inventory Control, Order Picking, and Skilled Multi-tasker,"
Inventory Management Engineer,"10,001+ employees ", Semiconductor Manufacturing,Kulim, Kedah, Malaysia,11/26/2023,"Problem Solving · Communication,Problem Solving · Communication"
IT Admin Officer,"1,001-5,000 employees ", Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/5/2024,"Communication and Problem Solving,Budget Control, IT Hardware Support, Information Technology, Oral Communication, Organization Skills, Presentations, Skilled Multi-tasker, and Slide Preparation"
IT Administrator,"10,001+ employees ", Chemical Manufacturing,Petaling Jaya, Selangor, Malaysia,12/19/2023,"Crisis Situations, IT Hardware Support, IT Solutions, Information Technology, Linux, Linux Server, Reliability, Troubleshooting, and Vocational Education,Communication"
IT Analyst,"10,001+ employees ", Semiconductor Manufacturing,Bayan Lepas,Pulau Pinang, Malaysia,12/11/2023,"Change Requests, Electronic Data Interchange (EDI), Major Gift Campaigns, Production Planning, SAP ERP, SAP HANA, SAP Implementation, SAP PP, SAP Production Planning, and Statutory Accounting Principles (SAP),Change Requests, Electronic Data Interchange (EDI), Major Gift Campaigns, Production Planning, SAP ERP, SAP HANA, SAP Implementation, SAP PP, SAP Production Planning, and Statutory Accounting Principles (SAP)"
IT Engineer,"10,001+ employees ", Semiconductor Manufacturing,Batu Kawan,Pulau Pinang, Malaysia,12/11/2023,"C#, Computer Science, Deployment Management, Electronic Engineering, MES, QRM, Service Levels, Service-Level Agreements (SLA), Software Project Management, and Software Projects,C#, Computer Science, Deployment Management, Electronic Engineering, MES, QRM, Service Levels, Service-Level Agreements (SLA), Software Project Management, and Software Projects"
IT Support Analyst,"10,001+ employees ", Banking,Puchong, Selangor, Malaysia,12/26/2023,"Computer Science, External Audits, IT Development, IT Hardware Support, Production Support, Qlik Sense, and Service Desk,Analytical Skills, Communication, and Technical Support"
IT Support Engineer,"501-1,000 employees ", IT Services and IT Consulting,Petaling Jaya, Selangor, Malaysia,12/4/2023,"Case Studies, Computer Science, Documentation, Help Desk Support, Information Technology, Interpersonal Skills, Ticketing Systems, and Troubleshooting,Communication and Technical Support"
ITA nalyst,"10,001+ employees ", Semiconductor Manufacturing,Bayan Lepas,Pulau Pinang, Malaysia,1/4/2024,"Change Requests, Electronic Data Interchange (EDI), Major Gift Campaigns, Production Planning, SAP ERP, SAP HANA, SAP Implementation, SAP PP, SAP Production Planning, and Statutory Accounting Principles (SAP),Change Requests, Electronic Data Interchange (EDI), Major Gift Campaigns, Production Planning, SAP ERP, SAP HANA, SAP Implementation, SAP PP, SAP Production Planning, and Statutory Accounting Principles (SAP)"
Java Software Developer,"10,001+ employees ", Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/26/2023,"Demos, Git, Java, JavaScript, Programming, Programming Languages, and Technical Advisory,"
Junior Account Executive,11-50 employees, Financial Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/11/2024,"Account Management, Creative Agencies, English, Marketing, Medical Marketing, Presentation Skills, Presentations, Press Releases, and Public Relations,"
Junior Account Payables/Account Receivables Executive,51-200 employees, Financial Services,Bukit Raja, Selangor, Malaysia ,12/24/2023,"Microsoft Outlook,Account Reconciliation, Accounts Payable (AP), Accounts Receivable (AR), Bank Reconciliation, Command, Finance, Journal Entries (Accounting), Procurement, and Service-Oriented Architecture (SOA)"
Junior Analyst,"5,001-10,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/9/2024,"Computer Literacy, Data Processing, Mandarin, Online Research, and Relationship Building,"
Junior Analyst,"5,001-10,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/20/2023,"Computer Literacy, Data Processing, Mandarin, Online Research, and Relationship Building,"
Junior Analyst,"5,001-10,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/16/2023,"Client Presentation, Computer Literacy, Mathematics, Presentations, Relationship Building, Service-Level Agreements (SLA), and Test Automation Tools,Analytical Skills, Communication, and Databases"
Junior Analyst (MY MDQC and sub-task – creation),"5,001-10,000 employees ", IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/7/2024,"Cascading Style Sheets (CSS), Data Integrity, Data Processing, Financial Analysis, Market Data, and Team Leadership,Analytical Skills, Communication, Microsoft Outlook, and Problem Solving"
"Junior Analyst, General Ledger","10,001+ employees ", Chemical Manufacturing,Petaling Jaya, Selangor, Malaysia,1/5/2024,"Communication and Problem Solving,Calculations, Customer Experience, Customer Satisfaction, Customer Support, Interpersonal Skills, Market Analysis, Mathematics, and Negotiation"
"Junior Analyst, General Ledger (APAC)","10,001+ employees ", Chemical Manufacturing,Petaling Jaya, Selangor, Malaysia ,1/7/2024,"Accounting Issues, Balance Sheet Review, Balance Sheets, Consultation, International Financial Reporting Standards (IFRS), Key Performance Indicators, Language Skills, Ledger Management, Statutory Accounting Principles (SAP), and Work Instructions,"
