,Job Titles,Employees,Industry,City,State,Country,Date Post,Job Skills
506,Technical Assistant,11-50 employees , Staffing and Recruiting,Subang Jaya, Selangor, Malaysia,11/28/2023,"Analytical Skills, Communication, Problem Solving, and Technical Support,ELV, Fire Alarm, and Organization Skills"
507,"An'yst, Securities Ops","10,001+ employees ", Banking,Bukit Jalil, Federal Territory of Kuala Lumpur, Malaysia,1/8/2024,"Communication,Commerce, Data Entry, Recon, Risk Control, Security Operations, Service Levels, Service-Level Agreements (SLA), Static Data, and Timelines"
508,Service Delivery Coordinator - Wellbore Constructions,11-50 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/26/2023,"Calculations, Drag, IT Service Management, Operations, Optimization, Quote, Service Delivery, Service-Level Agreements (SLA), Supervisory Skills, and Torque,Calculations, Drag, IT Service Management, Operations, Optimization, Quote, Service Delivery, Service-Level Agreements (SLA), Supervisory Skills, and Torque"
509,Production Engineer,"10,001+ employees ", Paper and Forest Product Manufacturing,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/27/2023,"Problem Solving,Chemical Engineering, Continuous Improvement, Machinery, Manufacturing Processes, Production Engineering, Production Planning, Root Cause, and Shooting Video"
510,Product Specialist,"1,001-5,000 employees ", Pharmaceutical Manufacturing,Petaling Jaya, Selangor, Malaysia,11/26/2023,"Communication,Budgeting, Market Intelligence, Negotiation, Organization Skills, Pharmaceutical Sales, Pharmaceuticals, Product Specialists, Sales, and Sales Processes"
511,Junior Technician,11-50 employees, Semiconductor Manufacturing,Seri Manjung, Perak, Malaysia,1/7/2024,"Communication, Electrical Engineering, Problem Solving, and Technical Support,Communication, Electrical Engineering, Problem Solving, and Technical Support"
512,Office Admin,11-50 employees , Retail Apparel and Fashion,Petaling Jaya, Selangor, Malaysia,12/26/2023,"Administrative Assistance, Human Resources (HR), Labor Relations, Labor and Employment Law, Mandarin, Office Operations, Organization Skills, Payroll Administration, Phone Etiquette, and Statutory,Administrative Assistance, Human Resources (HR), Labor Relations, Labor and Employment Law, Mandarin, Office Operations, Organization Skills, Payroll Administration, Phone Etiquette, and Statutory"
513,"Executive, Account Management","1,001-5,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/9/2024,"Analytical Skills, Communication, and Microsoft Excel,Customer Experience, English, Finance, Interpersonal Communication, Root Cause, Sales Performance, and Solution-oriented"
514,Customer Service Specialist,11-50 employees , Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/27/2023,"Communication and Problem Solving,Customer Experience, Customer Satisfaction, Customer Service, Customer Support, Interpersonal Skills, Mathematics, Negotiation, and Phone Etiquette"
515,Recruitment Consultant,11-50 employees , Staffing and Recruiting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/3/2024,"Teamwork,Coaching, Human Resources (HR), Interviewing, New Business Development, and Recruiting"
516,"Assistant, Recovery (Warehouse)","10,001+ employees ", Truck Transportation,Shah Alam, Selangor, Malaysia,1/11/2024,"Communication,Computer Literacy, English, Google Workspace, Inventory Management, Malay, New Concepts, Office Application, Service-Level Agreements (SLA), and Tally ERP"
517,Customer Support Centre Engineer,"1,001-5,000 employees ", Telecommunications,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Analytical Skills, Communication, Problem Solving, Technical Communication, and Technical Support,Attention to Detail, Computer Science, Customer Support, Customer-Focused Service, and English"
518,Customer Management Executive,11-50 employees , Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/29/2023,"Communication and Problem Solving,Calculations, Customer Experience, Customer Satisfaction, Customer Support, Interpersonal Skills, Market Analysis, Mathematics, and Negotiation"
519,Localization Engineer,51-200 employees ," Transportation, Logistics, Supply Chain and Storage",Bukit Banang Golf and Countries Club, Johor, Malaysia,1/2/2024,"Communication,Attention to Detail, Desktop Publishing, English, Localization, Localization Testing, Oral Communication, and Translation"
520,Key Account Executive ,"1,001-5,000 employees ", Software Development,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/12/2024,"Analytical Skills,Account Management, Conflict Management, English, Entrepreneurship, Interpersonal Communication, Key Account Management, Key Accounts, Marketing, and Persuasion"
521,QA Engineer,201-500 employees , Computer Games,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/28/2023,"Quality Assurance and Technical Documentation,Functionality, Manual Testing, Mobile Testing, Product Delivery, QA Engineering, Software Testing, Test Analysis, and Test Design"
522,Assembly & Test Quality Assurance Engineering,"10,001+ employees ", Semiconductor Manufacturing,Batu Kawan, Penang, Malaysia,1/10/2024,"Communication, Quality Assurance, and Quality Control,Corrective Actions, Documentation, Government Regulations, Interpersonal Skills, Statistical Process Control (SPC), Supplier Quality, and Workload Prioritization"
523,EHS Engineer,"10,001+ employees ", Semiconductor Manufacturing,Kulim, Kedah, Malaysia,1/13/2024,"Problem Solving · ISO 14001 · Workplace Safety · Quality, Health, Safety, and Environment (QHSE) · Environment, Health, and Safety (EHS) · OHSAS 18001 · Corrective Actions · Occupational Safety · Written Communication · Occupational Health,Problem Solving · ISO 14001 · Workplace Safety · Quality, Health, Safety, and Environment (QHSE) · Environment, Health, and Safety (EHS) · OHSAS 18001 · Corrective Actions · Occupational Safety · Written Communication · Occupational Health"
524,Finance Analyst (AP),"10,001+ employees ", Semiconductor Manufacturing,Tanjong Tualang, Perak, Malaysia,1/12/2024,"Communication and Problem Solving,Account Reconciliation, Accounts Payable (AP), Attention to Detail, Budgeting, Economics, Purchase Orders, Unit Pricing, and Use Tax"
525,Operations Coordinator,"10,001+ employees ", Hospitals and Health Care,Kuching,Sarawak, Malaysia,12/27/2023,"Analytical Skills, Communication, and Spreadsheets,Administrative Assistance, Memos, Office Administration, Presentations, Proofreading, Reservations, and Word Processing"
526,Executive Administrative Assistant,11-50 employees , IT Services and IT Consulting,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/29/2023,"Critical Thinking,Administrative Assistance, Budget Tracking, Calendars, Communication Training, Deadline Oriented, Executive Support, Expense Reports, Partner Relationship Management, and Travel Arrangements"
527,Associate - Audit Assurance ,"1,001-5,000 employees ", Accounting,Labuan,Wilayah Persekutuan Labuan, Malaysia,1/9/2024,"Communication and Problem Solving,Certified Public Accounting, Economics, Financial Reporting, Financial Statements, Generally Accepted Accounting Principles (GAAP), Interpersonal Communication, Sarbanes-Oxley Act, and Statutory Audits"
528,MS Engineer,"10,001+ employees ", IT Services and IT Consulting,Petaling Jaya, Selangor, Malaysia,1/3/2024,"Communication,Active Listening, Customer Experience, Forefront, Information Technology, Information and Communications Technology (ICT), Level of Detail (LOD), Product Reviews, Root Cause, and Service-Level Agreements (SLA)"
529,Procurer,"10,001+ employees ", Mining,Ipoh, Perak, Malaysia,12/23/2023,"Supplier Evaluation,Data Preparation, Invoice Processing, Malay, Material Requirements Planning (MRP), PIR, Procurement, Purchase Orders, Service Levels, and Statutory Accounting Principles (SAP)"
530,"Engineer, Product (Marketing)","1,001-5,000 employees ", Industrial Machinery Manufacturing,Sungai Buloh, Selangor, Malaysia,1/7/2024,"Communication and Project Management,Interpersonal Skills, Market Research, Marketing Strategy, Material Handling, Mechatronics, Product Launch, Product Training, and Sales"
531,Piping Flexibility Engineer,"5,001-10,000 employees ", Human Resources Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/8/2024,"Technical Documentation,Bid Analysis, Commercial Proposals, Pipe Stress Analysis, Piping, Process Piping Design, Project Implementation, Stress Analysis, Technical Files, and Technical Standards"
532,Operations Specialist ,201-500 employees , Retail Apparel and Fashion,Senai, Johor, Malaysia,11/26/2023,"Analytical Skills, Communication, Microsoft Office, and Problem Solving,Cost-Benefit Analysis, English, and Third-Party Logistics (3PL)"
533,Shipper Support Agent,"10,001+ employees ", Truck Transportation,Subang Jaya, Selangor, Malaysia,12/27/2023,"Communication,Contact Centers and Interpersonal Skills"
534,Cloud Infrastructure Specialist,"10,001+ employees ", Manufacturing,Senai, Johor, Malaysia,12/28/2023,"Communication,Attention to Detail, Cloud Computing, Customer Service, Google Cloud Platform (GCP), Microsoft Azure, Organization Skills, Software Troubleshooting, Troubleshooting, and Written Communication"
535,Software Developer - Power Test,"1,001-5,000 employees ", Semiconductor Manufacturing,Ipoh, Perak, Malaysia,1/7/2024,"Databases, Relational Databases, SQL, and Software Development,C#, Computer Science, Electrical Testing, Production Support, Software Testing, and Visual Basic .NET (VB.NET)"
536,Account Specialist -TP,"10,001+ employees ", Software Development,Petaling Jaya, Selangor, Malaysia,1/6/2024,"Analytical Skills and Communication,Accounts Payable (AP), Accounts Receivable (AR), Attention to Detail, Finance, Ledger Management, PTP, Revenue Accounting, and Vendor Management"
537,Finance Coordinator,1-10 employees , Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/29/2023,"Accounting Software, Communication, and Problem Solving,Accounting Standards, Adaptation, Budgeting, Communication Training, Malay, Presentations, and Sage Products"
538,PGDM Sort Module Engineer,"10,001+ employees ", Semiconductor Manufacturing,Taman Pulau Pinang, Penang, Malaysia,1/12/2024,"Cascading Style Sheets (CSS), English, Equipment Installation, Industrial Engineering, Process Capability, Process Equipment, Process Qualification, Reliability, Semiconductor Engineering, and Stakeholder Management,Cascading Style Sheets (CSS), English, Equipment Installation, Industrial Engineering, Process Capability, Process Equipment, Process Qualification, Reliability, Semiconductor Engineering, and Stakeholder Management"
539,Sales Coordinator,11-50 employees, Marketing Services,Cyberjaya, Selangor, Malaysia,12/26/2023,"Analytical Skills, Communication, and Problem Solving,Attention to Detail, Customer Service, Easily Adaptable, Organization Skills, Sales, Sales Management, and Time Management"
540,Digital Sales Associate,51-200 employees, Marketing Services,Johor Baharu, Johor, Malaysia,12/27/2023,"Campaigns, Digital Sales, Digital Technology, Lead Generation, Marketing, Marketing Campaigns, Outreach Services, Sales, Sales Processes, and Sales Target Management,"
541,Influencer & Media Specialist,11-50 employees, Marketing Services,Shah Alam, Selangor, Malaysia,12/1/2023,"Campaign Execution, Influencer Marketing, Media Planning, Media Strategy, New Media, Passionate about Work, Public Relations, Research Support, Social Media, and Social Media Strategy,"
542,System Support Specialist,"10,001+ employees "," Transportation, Logistics, Supply Chain and Storage",Cyberjaya, Selangor, Malaysia,1/6/2024,"Technical Support,Help Desk Support, Network Administration, System Administration, and Troubleshooting"
543,Test Engineer,"10,001+ employees ", Banking,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,12/12/2023,"Quality Assurance and Test Planning,Automation, Documentation, Manual Testing, Project Assurance, Software Testing, Test Automation, Test Data, and Test Strategy"
544,"Executive, Planning Strategy",201-500 employees , Telecommunications,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,11/30/2023,"Analytical Skills, Communication, Problem Solving, Skill Development, and Teamwork,Certified Information Security Manager (CISM), Computer Science, SABSA, Stakeholder Management, and TOGAF"
545,Field Application Engineer,"501-1,000 employees", Business Consulting and Services,Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia,1/10/2024,"Business Rules, Change Requests, Data Dictionary, Data Governance, Data Validation, English, Master Data, and Master Data Management,"
546,Global Data Steward – Supply,"10,001+ employees",Medical Equipment Manufacturing,Petaling Jaya, Selangor, Malaysia,1/12/2024,"Order Fulfilment Agent,"
547,Order Fulfilment Agent,1-10 employees,Medical Equipment Manufacturing,Kuala Selangor, Selangor, Malaysia,1/12/2024,"Attention to Detail, Business Relationship Management, Customs Regulations, Machinery, Order Processing, Organization Skills, Packaging Machinery, Placing Orders, Relationship Development, and Sales,"
548,"Test Engineer, CatDV","501-1,000 employees",IT Services and IT Consulting, Petaling Jaya, Selangor, Malaysia,1/12/2024,"Communication and Quality Control,"
